MAX6675-k, 2023-07-28 15:54:32, 28.25°C
MAX6675-k, 2023-07-28 15:54:33, 27.75°C
MAX6675-k, 2023-07-28 15:54:34, 28.25°C
MAX6675-k, 2023-07-28 15:54:35, 27.75°C
MAX6675-k, 2023-07-28 15:54:36, 28.25°C
MAX6675-k, 2023-07-28 15:54:37, 27.5°C
MAX6675-k, 2023-07-28 15:54:38, 28.25°C
MAX6675-k, 2023-07-28 15:54:39, 27.25°C
MAX6675-k, 2023-07-28 15:54:40, 28.25°C
MAX6675-k, 2023-07-28 15:54:41, 28.25°C
MAX6675-k, 2023-07-28 15:54:42, 28.25°C
MAX6675-k, 2023-07-28 15:54:43, 28.25°C
MAX6675-k, 2023-07-28 15:54:44, 27.75°C
MAX6675-k, 2023-07-28 15:54:45, 28.25°C
MAX6675-k, 2023-07-28 15:54:46, 28.25°C
MAX6675-k, 2023-07-28 15:54:47, 27.75°C
MAX6675-k, 2023-07-28 15:54:48, 28.0°C
MAX6675-k, 2023-07-28 15:54:49, 28.0°C
MAX6675-k, 2023-07-28 15:54:50, 28.0°C
MAX6675-k, 2023-07-28 15:54:51, 27.75°C
MAX6675-k, 2023-07-28 15:54:52, 28.0°C
MAX6675-k, 2023-07-28 15:54:53, 28.5°C
MAX6675-k, 2023-07-28 15:54:54, 28.25°C
MAX6675-k, 2023-07-28 15:54:56, 28.25°C
MAX6675-k, 2023-07-28 15:54:57, 28.25°C
MAX6675-k, 2023-07-28 15:54:58, 28.25°C
MAX6675-k, 2023-07-28 15:54:59, 28.0°C
MAX6675-k, 2023-07-28 15:55:00, 27.25°C
MAX6675-k, 2023-07-28 15:55:01, 28.25°C
MAX6675-k, 2023-07-28 15:55:02, 27.75°C
MAX6675-k, 2023-07-28 15:55:03, 28.25°C
MAX6675-k, 2023-07-28 15:55:04, 28.25°C
MAX6675-k, 2023-07-28 15:55:05, 28.25°C
MAX6675-k, 2023-07-28 15:55:06, 28.25°C
MAX6675-k, 2023-07-28 15:55:07, 27.75°C
MAX6675-k, 2023-07-28 15:55:08, 28.5°C
MAX6675-k, 2023-07-28 15:55:09, 28.25°C
MAX6675-k, 2023-07-28 15:55:10, 28.0°C
MAX6675-k, 2023-07-28 15:55:11, 28.0°C
MAX6675-k, 2023-07-28 15:55:12, 28.5°C
MAX6675-k, 2023-07-28 15:55:13, 28.5°C
MAX6675-k, 2023-07-28 15:55:14, 28.0°C
MAX6675-k, 2023-07-28 15:55:15, 28.0°C
MAX6675-k, 2023-07-28 15:55:16, 28.25°C
MAX6675-k, 2023-07-28 15:55:17, 28.25°C
MAX6675-k, 2023-07-28 15:55:18, 28.0°C
MAX6675-k, 2023-07-28 15:55:19, 28.0°C
MAX6675-k, 2023-07-28 15:55:20, 28.0°C
MAX6675-k, 2023-07-28 15:55:21, 28.0°C
MAX6675-k, 2023-07-28 15:55:22, 27.5°C
MAX6675-k, 2023-07-28 15:55:23, 28.25°C
MAX6675-k, 2023-07-28 15:55:24, 27.75°C
MAX6675-k, 2023-07-28 15:55:25, 28.0°C
MAX6675-k, 2023-07-28 15:55:27, 28.0°C
MAX6675-k, 2023-07-28 15:55:28, 28.25°C
MAX6675-k, 2023-07-28 15:55:29, 28.25°C
MAX6675-k, 2023-07-28 15:55:30, 28.25°C
MAX6675-k, 2023-07-28 15:55:31, 28.0°C
MAX6675-k, 2023-07-28 15:55:32, 28.25°C
MAX6675-k, 2023-07-28 15:55:33, 28.25°C
MAX6675-k, 2023-07-28 15:55:34, 28.25°C
MAX6675-k, 2023-07-28 15:55:35, 28.5°C
MAX6675-k, 2023-07-28 15:55:36, 28.25°C
MAX6675-k, 2023-07-28 15:55:37, 27.75°C
MAX6675-k, 2023-07-28 15:55:38, 28.0°C
MAX6675-k, 2023-07-28 15:55:39, 28.0°C
MAX6675-k, 2023-07-28 15:55:40, 27.75°C
MAX6675-k, 2023-07-28 15:55:41, 28.25°C
MAX6675-k, 2023-07-28 15:55:42, 28.5°C
MAX6675-k, 2023-07-28 15:55:43, 28.0°C
MAX6675-k, 2023-07-28 15:55:44, 27.5°C
MAX6675-k, 2023-07-28 15:55:45, 28.0°C
MAX6675-k, 2023-07-28 15:55:46, 28.5°C
MAX6675-k, 2023-07-28 15:55:47, 28.25°C
MAX6675-k, 2023-07-28 15:55:48, 27.5°C
MAX6675-k, 2023-07-28 15:55:49, 27.75°C
MAX6675-k, 2023-07-28 15:55:50, 27.75°C
MAX6675-k, 2023-07-28 15:55:51, 28.25°C
MAX6675-k, 2023-07-28 15:55:52, 28.25°C
MAX6675-k, 2023-07-28 15:55:53, 28.25°C
MAX6675-k, 2023-07-28 15:55:54, 27.75°C
MAX6675-k, 2023-07-28 15:55:55, 28.25°C
MAX6675-k, 2023-07-28 15:55:56, 28.25°C
MAX6675-k, 2023-07-28 15:55:57, 28.0°C
MAX6675-k, 2023-07-28 15:55:59, 28.0°C
MAX6675-k, 2023-07-28 15:56:00, 28.25°C
MAX6675-k, 2023-07-28 15:56:01, 28.25°C
MAX6675-k, 2023-07-28 15:56:02, 27.75°C
MAX6675-k, 2023-07-28 15:56:03, 28.0°C
MAX6675-k, 2023-07-28 15:56:04, 28.0°C
MAX6675-k, 2023-07-28 15:56:05, 28.0°C
MAX6675-k, 2023-07-28 15:56:06, 28.25°C
MAX6675-k, 2023-07-28 15:56:07, 28.0°C
MAX6675-k, 2023-07-28 15:56:08, 28.0°C
MAX6675-k, 2023-07-28 15:56:09, 28.0°C
MAX6675-k, 2023-07-28 15:56:10, 28.5°C
MAX6675-k, 2023-07-28 15:56:11, 28.25°C
MAX6675-k, 2023-07-28 15:56:12, 28.5°C
MAX6675-k, 2023-07-28 15:56:13, 28.25°C
MAX6675-k, 2023-07-28 15:56:14, 27.25°C
MAX6675-k, 2023-07-28 15:56:15, 28.25°C
MAX6675-k, 2023-07-28 15:56:16, 28.25°C
MAX6675-k, 2023-07-28 15:56:17, 28.0°C
MAX6675-k, 2023-07-28 15:56:18, 28.0°C
MAX6675-k, 2023-07-28 15:56:19, 28.0°C
MAX6675-k, 2023-07-28 15:56:20, 28.25°C
MAX6675-k, 2023-07-28 15:56:21, 28.0°C
MAX6675-k, 2023-07-28 15:56:22, 28.0°C
MAX6675-k, 2023-07-28 15:56:23, 28.25°C
MAX6675-k, 2023-07-28 15:56:24, 28.25°C
MAX6675-k, 2023-07-28 15:56:25, 28.0°C
MAX6675-k, 2023-07-28 15:56:26, 28.0°C
MAX6675-k, 2023-07-28 15:56:27, 28.25°C
MAX6675-k, 2023-07-28 15:56:28, 28.5°C
MAX6675-k, 2023-07-28 15:56:30, 27.25°C
MAX6675-k, 2023-07-28 15:56:31, 28.75°C
MAX6675-k, 2023-07-28 15:56:32, 27.75°C
MAX6675-k, 2023-07-28 15:56:33, 27.75°C
MAX6675-k, 2023-07-28 15:56:34, 27.75°C
MAX6675-k, 2023-07-28 15:56:35, 28.25°C
MAX6675-k, 2023-07-28 15:56:36, 28.0°C
MAX6675-k, 2023-07-28 15:56:37, 28.0°C
MAX6675-k, 2023-07-28 15:56:38, 27.75°C
MAX6675-k, 2023-07-28 15:56:39, 28.0°C
MAX6675-k, 2023-07-28 15:56:40, 28.25°C
MAX6675-k, 2023-07-28 15:56:41, 28.0°C
MAX6675-k, 2023-07-28 15:56:42, 28.25°C
MAX6675-k, 2023-07-28 15:56:43, 28.0°C
MAX6675-k, 2023-07-28 15:56:44, 28.5°C
MAX6675-k, 2023-07-28 15:56:45, 28.25°C
MAX6675-k, 2023-07-28 15:56:46, 28.0°C
MAX6675-k, 2023-07-28 15:56:47, 28.0°C
MAX6675-k, 2023-07-28 15:56:48, 28.0°C
MAX6675-k, 2023-07-28 15:56:49, 28.0°C
MAX6675-k, 2023-07-28 15:56:50, 28.0°C
MAX6675-k, 2023-07-28 15:56:51, 28.0°C
MAX6675-k, 2023-07-28 15:56:52, 27.75°C
MAX6675-k, 2023-07-28 15:56:53, 28.25°C
MAX6675-k, 2023-07-28 15:56:54, 28.25°C
MAX6675-k, 2023-07-28 15:56:55, 28.0°C
MAX6675-k, 2023-07-28 15:56:56, 28.25°C
MAX6675-k, 2023-07-28 15:56:57, 28.5°C
MAX6675-k, 2023-07-28 15:56:58, 28.5°C
MAX6675-k, 2023-07-28 15:56:59, 28.5°C
MAX6675-k, 2023-07-28 15:57:01, 28.5°C
MAX6675-k, 2023-07-28 15:57:02, 28.0°C
MAX6675-k, 2023-07-28 15:57:03, 28.0°C
MAX6675-k, 2023-07-28 15:57:04, 28.25°C
MAX6675-k, 2023-07-28 15:57:05, 28.5°C
MAX6675-k, 2023-07-28 15:57:06, 28.25°C
MAX6675-k, 2023-07-28 15:57:07, 28.5°C
MAX6675-k, 2023-07-28 15:57:08, 28.25°C
MAX6675-k, 2023-07-28 15:57:09, 28.0°C
MAX6675-k, 2023-07-28 15:57:10, 28.5°C
MAX6675-k, 2023-07-28 15:57:11, 27.75°C
MAX6675-k, 2023-07-28 15:57:12, 28.5°C
MAX6675-k, 2023-07-28 15:57:13, 28.0°C
MAX6675-k, 2023-07-28 15:57:14, 28.25°C
MAX6675-k, 2023-07-28 15:57:15, 28.0°C
MAX6675-k, 2023-07-28 15:57:16, 27.75°C
MAX6675-k, 2023-07-28 15:57:17, 28.25°C
MAX6675-k, 2023-07-28 15:57:18, 28.25°C
MAX6675-k, 2023-07-28 15:57:19, 28.25°C
MAX6675-k, 2023-07-28 15:57:20, 28.25°C
MAX6675-k, 2023-07-28 15:57:21, 28.25°C
MAX6675-k, 2023-07-28 15:57:22, 28.5°C
MAX6675-k, 2023-07-28 15:57:23, 28.25°C
MAX6675-k, 2023-07-28 15:57:24, 28.25°C
MAX6675-k, 2023-07-28 15:57:25, 27.5°C
MAX6675-k, 2023-07-28 15:57:26, 28.0°C
MAX6675-k, 2023-07-28 15:57:27, 28.0°C
MAX6675-k, 2023-07-28 15:57:28, 27.75°C
MAX6675-k, 2023-07-28 15:57:29, 28.0°C
MAX6675-k, 2023-07-28 15:57:30, 28.25°C
MAX6675-k, 2023-07-28 15:57:31, 28.0°C
MAX6675-k, 2023-07-28 15:57:33, 28.25°C
MAX6675-k, 2023-07-28 15:57:34, 28.75°C
MAX6675-k, 2023-07-28 15:57:35, 28.0°C
MAX6675-k, 2023-07-28 15:57:36, 28.5°C
MAX6675-k, 2023-07-28 15:57:37, 28.25°C
MAX6675-k, 2023-07-28 15:57:38, 28.5°C
MAX6675-k, 2023-07-28 15:57:39, 28.5°C
MAX6675-k, 2023-07-28 15:57:40, 28.5°C
MAX6675-k, 2023-07-28 15:57:41, 28.0°C
MAX6675-k, 2023-07-28 15:57:42, 28.0°C
MAX6675-k, 2023-07-28 15:57:43, 28.5°C
MAX6675-k, 2023-07-28 15:57:44, 28.0°C
MAX6675-k, 2023-07-28 15:57:45, 28.5°C
MAX6675-k, 2023-07-28 15:57:46, 28.5°C
MAX6675-k, 2023-07-28 15:57:47, 28.25°C
MAX6675-k, 2023-07-28 15:57:48, 28.25°C
MAX6675-k, 2023-07-28 15:57:49, 28.5°C
MAX6675-k, 2023-07-28 15:57:50, 28.5°C
MAX6675-k, 2023-07-28 15:57:51, 28.25°C
MAX6675-k, 2023-07-28 15:57:52, 28.5°C
MAX6675-k, 2023-07-28 15:57:53, 28.5°C
MAX6675-k, 2023-07-28 15:57:54, 28.0°C
MAX6675-k, 2023-07-28 15:57:55, 28.5°C
MAX6675-k, 2023-07-28 15:57:56, 28.5°C
MAX6675-k, 2023-07-28 15:57:57, 28.25°C
MAX6675-k, 2023-07-28 15:57:58, 28.5°C
MAX6675-k, 2023-07-28 15:57:59, 28.25°C
MAX6675-k, 2023-07-28 15:58:00, 28.5°C
MAX6675-k, 2023-07-28 15:58:01, 28.75°C
MAX6675-k, 2023-07-28 15:58:02, 27.75°C
MAX6675-k, 2023-07-28 15:58:04, 28.25°C
MAX6675-k, 2023-07-28 15:58:05, 28.5°C
MAX6675-k, 2023-07-28 15:58:06, 27.5°C
MAX6675-k, 2023-07-28 15:58:07, 28.5°C
MAX6675-k, 2023-07-28 15:58:08, 28.25°C
MAX6675-k, 2023-07-28 15:58:09, 28.5°C
MAX6675-k, 2023-07-28 15:58:10, 28.0°C
MAX6675-k, 2023-07-28 15:58:11, 27.75°C
MAX6675-k, 2023-07-28 15:58:12, 27.75°C
MAX6675-k, 2023-07-28 15:58:13, 28.25°C
MAX6675-k, 2023-07-28 15:58:14, 28.25°C
MAX6675-k, 2023-07-28 15:58:15, 27.75°C
MAX6675-k, 2023-07-28 15:58:16, 28.25°C
MAX6675-k, 2023-07-28 15:58:17, 27.75°C
MAX6675-k, 2023-07-28 15:58:18, 28.25°C
MAX6675-k, 2023-07-28 15:58:19, 28.25°C
MAX6675-k, 2023-07-28 15:58:20, 28.0°C
MAX6675-k, 2023-07-28 15:58:21, 28.5°C
MAX6675-k, 2023-07-28 15:58:22, 28.25°C
MAX6675-k, 2023-07-28 15:58:23, 28.5°C
MAX6675-k, 2023-07-28 15:58:24, 28.25°C
MAX6675-k, 2023-07-28 15:58:25, 28.5°C
MAX6675-k, 2023-07-28 15:58:26, 28.5°C
MAX6675-k, 2023-07-28 15:58:27, 28.25°C
MAX6675-k, 2023-07-28 15:58:28, 28.25°C
MAX6675-k, 2023-07-28 15:58:29, 28.25°C
MAX6675-k, 2023-07-28 15:58:30, 28.0°C
MAX6675-k, 2023-07-28 15:58:31, 28.0°C
MAX6675-k, 2023-07-28 15:58:32, 28.25°C
MAX6675-k, 2023-07-28 15:58:33, 28.25°C
MAX6675-k, 2023-07-28 15:58:34, 28.0°C
MAX6675-k, 2023-07-28 15:58:36, 28.25°C
MAX6675-k, 2023-07-28 15:58:37, 28.0°C
MAX6675-k, 2023-07-28 15:58:38, 28.25°C
MAX6675-k, 2023-07-28 15:58:39, 28.5°C
MAX6675-k, 2023-07-28 15:58:40, 28.0°C
MAX6675-k, 2023-07-28 15:58:41, 28.5°C
MAX6675-k, 2023-07-28 15:58:42, 28.25°C
MAX6675-k, 2023-07-28 15:58:43, 28.25°C
MAX6675-k, 2023-07-28 15:58:44, 28.5°C
MAX6675-k, 2023-07-28 15:58:45, 28.25°C
MAX6675-k, 2023-07-28 15:58:46, 28.75°C
MAX6675-k, 2023-07-28 15:58:47, 27.75°C
MAX6675-k, 2023-07-28 15:58:48, 27.75°C
MAX6675-k, 2023-07-28 15:58:49, 28.0°C
MAX6675-k, 2023-07-28 15:58:50, 28.0°C
MAX6675-k, 2023-07-28 15:58:51, 27.75°C
MAX6675-k, 2023-07-28 15:58:52, 28.0°C
MAX6675-k, 2023-07-28 15:58:53, 28.0°C
MAX6675-k, 2023-07-28 15:58:54, 28.5°C
MAX6675-k, 2023-07-28 15:58:55, 27.75°C
MAX6675-k, 2023-07-28 15:58:56, 28.0°C
MAX6675-k, 2023-07-28 15:58:57, 28.0°C
MAX6675-k, 2023-07-28 15:58:58, 28.25°C
MAX6675-k, 2023-07-28 15:58:59, 28.25°C
MAX6675-k, 2023-07-28 15:59:00, 28.5°C
MAX6675-k, 2023-07-28 15:59:01, 28.25°C
MAX6675-k, 2023-07-28 15:59:02, 28.25°C
MAX6675-k, 2023-07-28 15:59:03, 28.5°C
MAX6675-k, 2023-07-28 15:59:04, 28.5°C
MAX6675-k, 2023-07-28 15:59:05, 28.25°C
MAX6675-k, 2023-07-28 15:59:07, 28.5°C
MAX6675-k, 2023-07-28 15:59:08, 28.0°C
MAX6675-k, 2023-07-28 15:59:09, 28.5°C
MAX6675-k, 2023-07-28 15:59:10, 28.75°C
MAX6675-k, 2023-07-28 15:59:11, 28.0°C
MAX6675-k, 2023-07-28 15:59:12, 28.0°C
MAX6675-k, 2023-07-28 15:59:13, 28.25°C
MAX6675-k, 2023-07-28 15:59:14, 28.5°C
MAX6675-k, 2023-07-28 15:59:15, 28.5°C
MAX6675-k, 2023-07-28 15:59:16, 28.5°C
MAX6675-k, 2023-07-28 15:59:17, 28.0°C
MAX6675-k, 2023-07-28 15:59:18, 28.75°C
MAX6675-k, 2023-07-28 15:59:19, 28.0°C
MAX6675-k, 2023-07-28 15:59:20, 28.5°C
MAX6675-k, 2023-07-28 15:59:21, 28.0°C
MAX6675-k, 2023-07-28 15:59:22, 28.25°C
MAX6675-k, 2023-07-28 15:59:23, 28.75°C
MAX6675-k, 2023-07-28 15:59:24, 28.0°C
MAX6675-k, 2023-07-28 15:59:25, 28.0°C
MAX6675-k, 2023-07-28 15:59:26, 28.0°C
MAX6675-k, 2023-07-28 15:59:27, 28.0°C
MAX6675-k, 2023-07-28 15:59:28, 28.5°C
MAX6675-k, 2023-07-28 15:59:29, 28.0°C
MAX6675-k, 2023-07-28 15:59:30, 28.0°C
MAX6675-k, 2023-07-28 15:59:31, 28.25°C
MAX6675-k, 2023-07-28 15:59:32, 28.5°C
MAX6675-k, 2023-07-28 15:59:33, 28.0°C
MAX6675-k, 2023-07-28 15:59:34, 28.0°C
MAX6675-k, 2023-07-28 15:59:35, 28.5°C
MAX6675-k, 2023-07-28 15:59:36, 28.25°C
MAX6675-k, 2023-07-28 15:59:38, 28.5°C
MAX6675-k, 2023-07-28 15:59:39, 28.0°C
MAX6675-k, 2023-07-28 15:59:40, 28.0°C
MAX6675-k, 2023-07-28 15:59:41, 28.0°C
MAX6675-k, 2023-07-28 15:59:42, 28.25°C
MAX6675-k, 2023-07-28 15:59:43, 28.25°C
MAX6675-k, 2023-07-28 15:59:44, 28.5°C
MAX6675-k, 2023-07-28 15:59:45, 28.25°C
MAX6675-k, 2023-07-28 15:59:46, 28.5°C
MAX6675-k, 2023-07-28 15:59:47, 28.5°C
MAX6675-k, 2023-07-28 15:59:48, 28.5°C
MAX6675-k, 2023-07-28 15:59:49, 28.5°C
MAX6675-k, 2023-07-28 15:59:50, 27.75°C
MAX6675-k, 2023-07-28 15:59:51, 28.0°C
MAX6675-k, 2023-07-28 15:59:52, 28.0°C
MAX6675-k, 2023-07-28 15:59:53, 28.0°C
MAX6675-k, 2023-07-28 15:59:54, 28.5°C
MAX6675-k, 2023-07-28 15:59:55, 28.5°C
MAX6675-k, 2023-07-28 15:59:56, 28.5°C
MAX6675-k, 2023-07-28 15:59:57, 28.5°C
MAX6675-k, 2023-07-28 15:59:58, 27.75°C
MAX6675-k, 2023-07-28 15:59:59, 28.25°C
MAX6675-k, 2023-07-28 16:00:00, 28.5°C
MAX6675-k, 2023-07-28 16:00:01, 28.5°C
MAX6675-k, 2023-07-28 16:00:02, 28.5°C
MAX6675-k, 2023-07-28 16:00:03, 28.25°C
MAX6675-k, 2023-07-28 16:00:04, 28.0°C
MAX6675-k, 2023-07-28 16:00:05, 28.5°C
MAX6675-k, 2023-07-28 16:00:06, 28.0°C
MAX6675-k, 2023-07-28 16:00:07, 28.5°C
MAX6675-k, 2023-07-28 16:00:08, 28.25°C
MAX6675-k, 2023-07-28 16:00:10, 28.5°C
MAX6675-k, 2023-07-28 16:00:11, 28.5°C
MAX6675-k, 2023-07-28 16:00:12, 28.5°C
MAX6675-k, 2023-07-28 16:00:13, 28.5°C
